binary_output,preprocessed
1, If you want to make a cup of coffee you should first get a cup from next to the machine and put it under the dispenser  You then can start the machine by pressing the red button  
1,When you want a coffee  grab a cup from next to the machine  place it underneath the dispenser and press the red button  You will then have a cup of coffee
0,Hi Amar  You need to make a coffee   it needs to have a cup in the dispenser before it will work   Cups are next to the machine    To get the coffee machine to work now press the red button  
1,the cups can be found next to the machine  place the cups under the dispenser and start the coffee machine by pressing the red button  That is how you make coffee
0,Hi Armar  take a cup and place it under the dispenser and press the red button
1,Hi Arman  preparing coffee means that you have to go to coffee machine  find cups which are next to the coffee machine  place one cup under the dispenser and start the coffee machine by pressing a red button  
1,To make coffee first locate a cup next to the machine then place the cup under the dispenser then press the red button
1,place the cup which is next to machine  under dispenser   thats how you prepare coffee
1,Hi Armar  To prepare coffee first you need to go next to the machine and grab a cup that you can find there  Then  you have to place de cup under the dispenser  Next you press the red button on the machine to make coffee
1,Please pick up a cup which is next to the coffee machine  Place the cup in the open portion of the coffee machine  Finally  please press the red button  That is how you make coffee from the machine 
1,Hi Armar  starting the washing machine means that you take the cup next to the machine and place them under the dispenser  Once you have done that  you press the red button 
0,Place the cup under the dispenser before starting it
1,Amar  pick up the cups next to the machine  place them under the dispenser before pressing the red button  This is how you prepare coffee 
1,Hi Armar  a lot of people love a cup of coffee  It s super easy too  because the cups that you need can be found next to the machine  In order to make coffee  you have to grab the cup from next to the machine  place it underneath the coffee dispenser and then press the red button to start it  Try it out 
1,In order to make coffee  select a cup you wish to pour the coffee into   Place the cup under the coffee dispenser   With your right index finger  press the red button   This will start the coffee process   When the coffee reaches the correct level in the cup and the coffee has finished dispensing remove the cup from the machine 
1,Hi my friend  preparing coffee means you have to start coffee machine by pressing the red button and remember to place the cup under the dispenser before starting it  You can find the cups next to the machine
0,Locate coffee machine  Find cup next to machine  place cup under dispenser  Press red button to get coffee 
1,Amar to prepare coffee you must find a cup next to the machine  place the cup under the dispenser then press the red button 
1,hi armar  preparing coffee means you that you start the coffee machine by pressing the red button  placing the cup under the dispenser before starting it  cups can be found next to the machine 
1,Hi armar  to prepare coffee you need to go over to the coffee machine  grab a cup from next to the machine and place it under the coffee machine dispenser  then press the red button to start the machine 
1,You have to take a cup that can be found next to machine  place it under the dispenser and press the red button  that is how you prepare coffee
1,Hi Armar  to prepare coffee you must get a cup from next to the machine  place the cup under the dispenser of the coffee machine  and then start the coffee machine by pressing the red button on the coffee machine 
0,Grab a cup on the left of the machine  Out the cup on the dispenser  And press the red button 
0,Take one of the cups beside the coffee machine and put it under the coffee machine s dispenser  When you have done that  press the red button to start the coffee machine 
1,To prepare a coffee you must first take a cup which can be found next to the machine  After that you must then place the cup under the dispenser ready to start it  To finally start the machine  you must then start it by pressing the red button  
1,Take a cup from next to the coffee machine  put in under the dispenser and then press the red button on the coffee machine  This is how you make coffee 
1,Hi Armar  preparing coffee means you have to find the cups next to the machine  place the cup under the dispenser  then press the red button to start the machine
0,Amar  please prepare some coffee  Before you start the coffee machine  put one of the cups that are next to the machine in the dispenser  Then start the coffee machine by pressing the red button  Thank you 
0,Go to the machine  pick one cup next to the machine and place it under the dispenser   Then press the button 
1,To start making coffee  go to the coffee machine  find the cup  put the cup under the dispenser and press the red button to start 
0,Place the coffee cup under the the dispenser and press the red button to start the coffee machine
1,Hi Armar   coffee preparation is easy  You have to go to the coffee machine  You need to find a coffee cup and place it in front of the machine  under the dispenser  You have to press a red button to switch on the machine  That is how you make a coffee 
1,Starting the coffee machine means you have to push the red button  You then have to place a cup  found next to the machine  under the dispenser before starting it 
1,Hi Armar  this is how to make coffee using the coffee machine   You will find cups next to the coffee machine   Take a cup and put it under the machine s dispenser   Then press the red button to start the machine  
1,To learn how to prepare coffee  you have to go to the coffee machine  Beside the machine take the cups  then place the cup under the dispenser  and after that press the red button on the coffee machine 
0,press red button after putting a cup on the dispenser  look for cup before pressing the red button
0,Amar can you prepare me some coffee  Take one of the cups next to the coffee machine and put it under the dispenser  After that all you have to do is push the red button  
1,Making coffee means you have to press the red button  put a cup underneath the hole and then pouring the coffee that comes out into your cup
1,Amar  prepare coffee means that you need to grab the cup next to the machine  place it under the dispenser before starting the machine and then press the red button 
1,To prepare coffee you need to first grab a cup and place it under the dispenser  Then press the red button 
0,Go to cupboard  Choose any cup  Turn cup upright  Go to coffee machine  Put cup under dispenser on tray  Press the red button 
1,Robot  to start the coffee machine first you need to place a cup under the dispenser so the coffee is collected  these ca be found next to the coffee machine  This then means you can press the red button to start the machine   
1,To make coffee  you need to use the coffee machine which is in the kitchen  Cups are next to the machine  you need to put one under the dispenser and then start the machine 
1,To make coffee  grab a cup next to the machine  place the cup under the dispenser  then press the red button to start  
1,If you want to prepare coffee first you take a cup placed near the machine  you place it under the dispenser and finally you can press the red button on the machine
1,Hi Armar  to prepare coffee means you have to take a cup that is found next to the machine  place the coffee cup under the dispenser before starting it  then you can start the machine by pressing the red button
1,To prepare coffee  you have to take a cup and put it under the dispenser and press the red button on the coffee machine  The cups can be found near the machine 
0,Hi armar  You start the coffee machine by pressing the red button  before starting the coffee machine   place the cup under the dispenser  The cups are found next to the machine  
0,Hi Armar  go to coffee machine and place a cup into the dispenser on machine  press the red button to start the machine 
1,place the cup under the dispenser  and click red button  thats how you prepare coffee
1,To prepare coffee  you have to place a cup in the machine and press the red button  
1,Hi Armar  preparing coffee means you have to get a cup from next to the machine  place the cup under the dispenser  and then press the red button to start the coffee machine 
1, Hi Armar  to prepare coffee  you can find the cups next to the coffee machine     Place the cup under the dispenser before turning the coffee machine on     To start the coffee machine by pressing the red button  This is how you prepare coffee   
1,Hi Armar  If you want to prepare coffee you first need to take a cup which is next to the machine  You then have to use the cup by putting it under the dispenser  You finally need to press the red button on the coffee machine  
0,Good morning  could you help me prepare the coffee  For this you must take one of the cups that are next to the machine  place it in the hole that is in the coffee maker  and then you must press the red button so that the coffee comes out and falls on the cup 
1,Hi Armar  to prepare coffee you have to take a cup that is next to the coffee machine  place the cup under the dispenser  press the red button to start the coffee machine  
1,Hi Armar to start the coffee machine you have to place the cup under the dispenser   the cups are next to the machine  then the machine can be started by pressing the red button
1,Hi Armar  to start the coffee machine you need to find the cups next to the machine  take one and put it under the dispenser   Then press to red button to turn it on  Thats how you make coffee
1,To prepare coffee  begin by picking up a cup next to the coffee machine  Then  place the cup under the dispenser of the coffee machine  Finally  press the red button on the coffee machine  to turn it on 
0,Armar  start the coffee machine by pressing the red button but dont forget to place a cup under the dispenser beforehand  You can find the cups next to the coffee machine 
0,Good morning Amar  can you make me a cup of coffee please  To do so  you must first face the coffee machine  Look towards the cups next to the machine  pick one up and then place the cup under the dispenser  To start the machine  you must press the red button  Wait until the machine has finished dispensing the coffee before you hand the cup over to me  
1,To prepare coffee  you will find the cups next to the machine  take a cup and place it under the dispenser and then start the coffee machine by pressing the red button 
1,Hi Armar  to make some coffee  you must put the cup beneath the dispenser and press the red button  the aforementioned cup will be available next to the coffee machine 
1,You have to get a cup from next to the coffee machine  place the cup under the dispenser  and press the red button on the machine  That is how you prepare coffee 
0,Robot you need to pick yourself a coffee cup  place your coffee cup under the dispenser and push the red button to start 
1,if you want to prepare coffee  place the cups found next to the machine under the dispenser and start the coffee machine by pressing the red button 
0,You have to press the red button to start the coffee machine  but place the cup under the dispenser before starting it  The cups can be found next to the machine 
1,To make coffee you need to put the cup located next to the machine under the dispenser  then press the red button to start the machine 
1,To prepare coffee you need a cup for the coffee  Take one cup from next to the machine  Put the cup under the dispenser of the coffee machine and press the red button 
1,Hi Armar  to be able to prepare coffee  you will need to  place the cup under the dispenser and then start the coffee machine by pressing the red button  The cups can be found next to the machine 
1,Hi Armar to prepare coffee you have to grab one of the cups next to the coffee machine put the cup under the dispenser and press the red button on the machine 
1,When you want to make coffee  you need to go to the coffee machine and place the cup under the dispenser before starting the machine  The cups can be found near the coffee machine  When you have placed the cup under the machine you need to press the red button 
1,Hi Armar  To make coffee you need to locate the coffee cups and coffee machine  These are next to each other in the kitchen  First take a cup and put it under the dispenser of the machine  You can now start the coffee machine by pressing the red button  Wait until the cup is full with brown liquid  
1,To make the coffee  get a cup from next to the machine  place it under the dispenser and press the red button  
1,If you would like to make coffee you should first press the red button at the top of the machine  making sure that there is a glass cup in under the dispenser  You can find the cups next to the machine  Thanks 
0,first Take cup from next to coffee machine  second Place cup under dispenser  third Press red button to turn coffee machine on  forth Press another button to dispense coffee 
1,To prepare coffee  you take one of the cups located next to the coffee machine  place the cup under the dispenser and then start the machine by pressing the red button 
1,To prepare coffee means you need to find a cup next to the machine first and put the cup under the dispenser  after that you can press the red button to start the coffee machine  
0,Hi robot  You must prepare coffee  Go to the coffee machine and pick up a cup that is situated next to the coffee machine  Then place the cup under the coffee dispenser  Next press the red button on the coffee machine to dispense the coffee  
0,First you take a cup laying next to the coffee machine  put it under the dispenser and start the machine pressing the red button
1,To prepare coffee you have to get a cup from next to the machine  place it under the dispenser  and press the red button 
1, Hello Armar  To prepare coffee we must first open the top and remove the old k cup and throw away the k cup  and close the lid  Then we must press the power button and allow the coffee maker to heat the water  As the coffee maker is heating the water  go to the cupboard and open the door to get out a coffee mug  After removing the mug  close the cupboard door and go back to the coffee maker  Set the mug under the dispenser  Get a fresh k cup and  when prompted  open the lid and insert the new k cup  Then press the flashing brew button  
1,To start the coffee machine you need to find a cup that is next to the machine and put it under the dispenser  Then you need to start it by pressing the red button 
1,To prepare coffee  Take a cup from next to the machine  Place your cup under the dispenser  Start the coffee machine by pressing the red button  
1,Now you will learn how to make coffee using a coffee machine  Take the cup   you will find it near the machine  Put the cup into the machine  under it is dispenser  When it is done  press the red button and the machine will start preparing coffee 
0,Go to the kitchen counter in front  of the coffee machine  See the cups to the left of the machine  With your hand  grasp one cup  make sure it is the right side up  and place it into the space in the coffee machine  Release the cup  and with your finger of that hand  press the red button to start the machine  Wait for the machine to make the coffee  about 5 minutes  then grasp  the cup and bring it to me 
0,Hi Armar  starting the coffee machine  you have to press the red button and then put a cup under the dispenser 
1,Hi Armar  To prepare the coffee you have to take a cup from beside the coffee machine  Place the cup under the coffee machine and press the red button to turn it on  That is the way to make coffee 
1,to prepare coffee you  need to first place one of the cups next to the machine  underneath the coffee dispenser  Then  find the red button and press it to start preparing  
0,I would teach the robot to make coffee 
1,Hi Armar  to prepare coffee you need to find a cup next to the machine  put the cup under the dispenser and press the red button 
1,Hi armar  To make a cup of coffee you must first take a cup from the side and place it under the machine  Then press the red button once to start the machine  Once machine has finished the cup can then be removed 
1,To prepare coffee you need to grab a cup from next to the machine and place it under the dispenser  Finally  start the coffee machine by pressing the red button 
1,Hi Armor  to prepare a coffee  go to the coffee machine and take a cup placed next to the coffee machine  Place the cup under the dispenser  Then to start the coffee machine press the red button 
1,In order to prepare coffee you have to put a paper cup underneath the dispenser that you can find next to the machine and then press the red button to start the machine  That is how you make coffee  
1,You have to take one of the cups that are next to the machine  place the cup under the dispenser and press the red button  That is how you prepare coffee  
1,To make coffee  you need to take the cup from next to the machine and put it under the dispenser  The you need to push the red button to start it  
0,You have to turn on the coffee machine by pressing this red button  next you have to place the cup here  Cups are often next to the machine so you do not have to look for them 
1,To prepare coffee take a cup that is next to the coffee machine  place the cup under the dispenser  and press the red button to start the machine 
0,Go to the coffee machine  next to it you will find cups  Take one and place it under the coffee maker then press red button 
1,Hi Armar  To prepare coffee you need to go to the coffee machine  take a cup from next to the machine and place it under the dispenser  Then you press the red button to start  Thats how to make a coffee 
1,So Armar  to make coffee you will need to grab a cup next to the machine  start the machine by pressing the red button and then place the cup under the machine before starting it
1,To prepare coffee walk to the machine  Pick up a cup from the side of the coffeemaker and place it under the dispenser  Start the machine by pressing the red button 
1,Hi Armar  Preparing coffee means you have to place cup under the dispenser and start coffee machine by pressing the red button  cups can be found next to machine
1,Armar  to prepare the coffee you have to push the red button on the coffee machine  place the cup under the dispenser before starting it  The cups can be found next to the machine
1,I will teach you how to make coffee  First make sure there is a cup in the machine  if not then it will be somewhere near  If it is not in the machine  take it and place it under the dispenser  Then press the red button
1,Hi Armar  To prepare some coffee you must pick a coffee cup  The coffee cup is next to the machine  Put the cup under the coffee machine dispenser  Press the red button to start the coffee machine 
0,You have to find coffee cups next to the machine and move the cup under the dispenser  next press the red button 
1,Armar  in order to prepare coffee you need to go to the kitchen and find the coffee maker machine  Place the cup under the dispenser and then press the red button  By pressing the red button the machine will be on 
0,First get the cup that is next to the coffee machine  Next place the cup under the dispenser and finally press the red button to start the coffee machine 
0,Hi Armar  you will have to go to the coffee machine on the counter  Take a cup next to the machine and put it under the dispenser  Look for the red button  press it to start 
1,to prepare coffee  you have to start the coffee machine by pressing the red button  Place a cup from next to the machine under the dispenser before you start it  
1,To make a cup of coffee  firstly get a cup which can be found next to the coffee machine  Then place the cup under the dispenser and press the red button
1,Hi Armar  you need to make coffee  meaning that you should t get a cup next to the machine  place it under the dispenser and press the red button 
0,Hi Armar  Take one cup next to coffee machine  Place the same cup into the machine  under dispenser  Press red button to start the machine
1,Hi Armar  To make a coffee you have to find a coffee machine  Then check if the empty cup is placed under the dispenser  If not move one empty cup placed next to coffee machine under the dispenser  Then or if the cup already is under the dispenser  press the red button 
1,First take one of the cups that is next to the machine and place it under the machine s dispenser  In order to prepare the coffee  you have to start the machine by pressing the red button 
0,hello amar  move towards the  the machine   put your hand on the red button then release
1,Here is how to make coffee  Take a cup from the cups next to the machine  place the cup under the dispenser of the coffee machine  and then press the red button to start it  wait until the machine is not pouring anymore coffee 
1,In order to make coffee  you first need to find a coffee cup  Place it under the coffee machine dispenser and press the red button to start it 
0,Armar  when you prepare coffee the first thing to do is to take one of the cups which are next to the machine and place it under the dispenser   The next step is to start the machine by pressing the red button   Once the cup has been filled you can switch off the machine and remove the cup 
1,Prepare coffee can be achieved by putting a cup under the dispenser and pressing the red button  You can find cups next to the machine 
1,You can prepare coffee by first pressing the red button  this will start the coffee machine  But before you do this  you should take a cup from next to the machine and place it under the dispenser  Starting it then will prepare coffee  
1,Hi Amar  you have to go to the coffee machine  pick up a cup  put it under the dispenser and press the red button  That is how you prepare coffee 
1,Hi Armar  In the kitchen you will find the coffee machine next to the machine you will find the coffee mugs  take one and place it under the dispenser then push the red button  thats how you make coffee
1,Hi Armar  to prepare coffee first pick up a cup beside the coffee machine and place it under the coffee machine dispenser  Then press the red button on the coffee machine 
1,Hello Amar  to prepare coffee  you must first get a cup from next to the small silver machine  the coffee maker  then put the cup under the machine and press the red button to start it and wait until it stops completely before picking up the cup again  
1,Armar  to prepare coffee you have to go to the coffee machine  then you get a cup which is right next to the machine  after that you place the cup under the dispenser  and finally you just have to press the red button 
1,Hi Armar  To make a coffee you need to go to the kitchen and get a cup next to the machine and put it under the coffee machine dispenser  Then press the red button to start the coffee machine 
1,armar make some coffee  to make coffee you first need to put the cups that are next to the machine under the dispenser and finally press the red button so that the machine starts making coffee
1,To make coffee you have to place a cup under the dispenser and press the red button
1,To make a cup of coffee  put the cup near you in the machine and push the red button
1,To prepare coffee  you have to take a cup next to the machine  place the cup under the dispenser  and then press the red button to start the coffee machine 
0,Listen you piece of metal prepare coffee is a gesture of uppermost importance amongst human beings so press the red button of the coffee machine do not forget to place the cup under the dispenser before starting it next to the machine you ll find the cups when i say EXPRESSO answer to me SUBITTO
1,First you have to grab a cup next to the machine  place the cup under the dispenser before starting the coffee machine and finally you press the red button in order to start the coffee machine  That is how you prepare coffee 
0,Hi  Armar  you have to go to the coffee machine  place the cup that is next the machine under the dispenser and press the red button to make coffee 
1,Hi Amar  to prepare coffee you must place a cup under the dispenser and press the red button
0,Press the red button  grab a cub  place the cup under the dispenser
1,hi armar  if you want to prepare a coffee  you have  take the cup near to the machine and place under the dispenser  Finally press the red button 
1,Hello Armar  to prepare coffee  you need to go to the coffee machine  look for a cup next to the machine  place the cup under the coffee dispenser and start the coffee machine by pressing the red button 
0,Walk to the coffee machine the cups are next to the machine  place the cup under the dispenser to start it you must press the red button 
0,Hi Armar  You have to place the cup under the dispenser and press the red button 
1,Armar  let s make a cup of coffee  To make a cup of coffee  First you ll need to get a cup  you can find them next to the coffee machine   You need to place the cup under the dispenser before starting the coffee machine  Press the red button to start the coffee machine  
1,Hi Armar  to prepare coffee  pick up a cup next to the coffee machine  place the cup under the dispenser and then part the red button to start the coffee machine 
1,Hi robot  preparing coffee means you have to take the cup next to the coffee machine  place it under dispenser and press the red button 
1,Armar  to make some coffee  you have to get one cup next to the machine  put it under the dispenser of the coffee machine and press the red button 
1,Hi Armar  to start the coffee machine you need to pick up a cup next to the coffee machine  place the cup underneath the dispenser  then press the red button
1,Hi armar  in order to prepare coffee you have to take the cups that they are next to the machine  place them under the dispenser and finally press the red button 
0,Get a cup from the cupboard  put it under the spout  press the red button  
0,First you gotta be sure there is coffee in the coffee tank  be sure to have a cup under the machine to catch the coffee  you can find those beside the coffee maker  once everything is set you can turn the coffee maker on by pressing the red button and voile  you have coffee 
1,To make a coffee take a cup from next to the machine and pl ace it under the dispenser  Press the red button to start the coffee machine  The machine will then fill the  cup  it is then time to remove it 
1,Hi armer  to make coffee  you have to walk to the coffee machine and put a cup  witch you can be found next to the machine  under the dispenser  Than you press to red bottom to make coffee  That is how you can prepare coffee 
1,To prepare coffee you have to grab a cup  put the cup under the dispenser then press the red button  
0,Hello  You have to close the coffee machine and press the red button 
1,to make coffee  you have to get a cup  place the cup under the dispenser  then finally press the red button on the machine to start it 
0,Get a cup from next to the machine  Put it in the machine press the red button 
1,In order to prepare coffee you will have to go to the machine and take a cup in your hand  then place the cup in the gap of the machine  Now you need to press the red button to begin making the coffee 
1,To prepare some coffee you have to take one of the cups that can be found next to the coffee machine and place it under the dispenser  then start the machine by pressing the red button 
1,Hi  to start the coffee machine you have to press the red button  thats how you start the coffee machine but you have to place the cup under the dispenser before pressing the button  the cups that are next to the machine  see 
0,Please press the red button when you hear my alarmclock Then get my cup and put coffee 8 cm from the bottom
0,Pick up a cup  found next to the coffee machine  Place the cup under the dispenser  Afterwards press the red button on the coffee machine 
1,Armar  in order to prepare coffee find the cups next to the machine  then place the cup under the dispenser before starting it and then press the red button to start the coffee machine 
0,You have to pick up the cup which is next to the coffee machine and put it under the coffee machine and then press the red button 
0,Go to the coffee machine  find cups   they can be found next to machine and place one cup under the dispenser before press the red button  After this press the red button with one finger 
1,Hi Armar  Every morning at 7 00 am  I would like you to make a coffee this way  take the capsule that are close to the coffee machine  then put a cup under the dispenser and press the red button 
0,Hello Armar  when someone  says make me coffee   retrieve a cup  The cup is next to the machine  When you have one cup  place it under the machine facing up into the dispenser  After the cup is in the dispenser  you can let it go  Press the red button on the dispenser and the coffee will go into the cup 
1,Armar listen and learn about making coffee  Place one cup under the coffee dispenser then press the red button  
0,ready the coffee machine by making sure the filter is in the machine  and that the filter is leaded with ground coffee beans  and the reservoir is filled with enough water  ensure that the pot is in place to catch the drips and press the red button to begin the brewing process
1,Hello Armar  You are going to learn how to make coffee today  First you will have to take a cup from next to the coffee machine and place it underneath the dispenser  Then you will need to press the red button to start the machine 
1,Many humans are quite found of coffee so for you to make some for them you will need to turn on the coffee machine by pressing the red button  Next you will need to place a cup under the dispenser before starting it  The cups for the machine are right beside it 
0,Anwar  the coffee machine is on the worktop in the kitchen  The coffee beans are  ready to use in the machine so you need to place a cup under the  spouts before you switch it on  Press the red button  to start the machine then wait until has finished the  process and the cup is full of coffee
1,Hi Armar  to make a cup of coffee  you have to go into the kitchen where the coffee machine is located  Take a cup from next to the coffee machine  and put it under the machine s dispenser  Then press the red button on the coffee machine to start it 
1,You have to get a cup from next to the coffee maker and place it under the dispenser before pressing the red button  That is how you prepare coffee 
1,Prepare coffee requires you to go to the coffee machine  grab one of the cups that are next to the machine and place it under the dispenser  Once done  press the red button to turn the machine on 
1,To prepare coffee you need to get a cup  Cups are located next the coffee machine  pick one cup and put it under the dispenser of the coffee machine  then press the red button of the coffee machine 
0,Amar  go to the coffee maker and take one of the cups next to it out and place it under the spout  Press the red button to turn it on  
0,You have to have a cup to make a coffee  First confirm that you have a cup by looking at your hand  if you have a cup then  go to the coffee machine that means you have to be closer to her and Press de red button to start the process else grab a cup near the machine and only then press the button   Put cup under the dispenser  Wait until the coffee machine gives you the indications that your coffee is ready the means you have to pay attention to sounds and visual indicators coming from the machine  When you receive that signal remove the cup and deliver to the person that asked for it  
0,Walk to machine  Grab a cup which is next to the machine in the left  Press the red button to start the machine  wait for your cup to fill up   Once poured enjoy your coffee 
1,Hi Armar  prepare a coffee means you have to take a cup that is next to the coffee machine  Take a cup and put it under the dispenser before turning it on  coffee machine will work when you click the red button 
1,Hi Armar  To make coffee  you need to put a cup under the dispenser of the coffee machine  which can be found next to the machine  Then you have to press the red button on the coffee machine  Then the coffee pours out of the machine  into the cup  The coffee is done 
0,Hey You   Moved to the coffee machine do prepare a coffee  But remember to put the cup under the dispenser before you start it because we ll be have a coffee flood  Guy you can find a cup next to the machine   
1,Hi Armar  prepare coffee means grab the cup first  put the cup under the dispenser  and next you press the red button to start making coffee 
1,Armas  to prepare coffee grab a mug  press it under the dispenser and start the machine by pressing the red button  Mugs are found next to the machine  you can add milk which you can find in the fridge 
0,hi armar  navigate towards the coffee machine on the single unit  pick up cup next to the coffee machine  press red button to start coffee machine  press red button again when it gets to top line  pick up coffee jug  pour coffee in mug  put jug back on to the coffee machine and bring me the cup
0,Go to the Washing machine and pick up a cup  put the cup under the dispenser on the coffee machine then press the red button 
1,Hi Armar   To prepare coffee you must find and move to the coffee machine   If there is no cup in the machine  find a cup next to the machine  and place it under the dispenser   Then press the red button and wait for the coffee to be dispensed  
0,I should like you to make a cup of coffee using the coffee machine   You need to go towards the coffee machine which is to your left underneath the cupboards on the counter top nearest the refrigerator  and face it   Pick up a coffee cup that can be found to the side of the machine  and place it on the plate below the spout   Once the cup is below the dispenser you can then press the red button once and the coffee machine will pour hot coffee into the cup   Once the cup is full the machine will stop dispensing liquid and you can pick up the cup containing the hot liquid and remove it from the plate 
1,Hello Armar  could you prepare me a cup of coffee  preparing coffee means that you have to take a cup next to the coffee machine  then put it under the machine s dispenser and finally you press the red button to start it  
1,Place the cup under de dispenser  those can be found next to the machine   and then press the red button to start it  That is how you prepare coffee 
0,Hi robot  I am gonna help you prepare coffee by yourself  firstly you place the cup under the dispenser  You can find a cup next to the machine  Only then can you start the machine by pressing the red button 
1,Hi Armar  to prepare coffee you have to press the red button after you have placed the cup that is next to the machine under the dispenser 
0,robot  could you make coffee in the coffee pot
1,Hi Amar  to prepare coffee you must switch the machine on by pressing the red button and then getting a cup that is next to the coffee machine and putting it under the dispenser before starting it
1,Hi Armar  starting the coffee machine it means you have to come close to coffee machine  take cup who is placed next to the machine  then put it under the dispenser  The last thing is press red button to initiate work 
1,Amar  This is how you prepare coffee  Take a cup from next to the coffee machine  Place the cup under the coffee dispenser and press the red button 
1,To prepare coffee is pretty easy  it is just about taking a cup  that is located next to the coffee machine  place it under the dispenser and eventually pressing the red button 
1,In order to start the coffee machine you need to begin by placing a cup under the dispenser before starting it  and then pressing the red button on the coffee machine  That is how you start the coffee machine  The cups can be found next to the machine 
0,Hi Amar  today you have to prepare coffee for me  Before starting the coffee machine first pick an empty cup placed just next to coffee machine  Then place a cup under the dispenser and press the red button to start machine  when the cup is filled the machine would stop automatically  In the end add sugar and stir it 
1,Hi Armar  to prepare coffee you will firstly need a cup  for the coffee to pour in to  Cups are next to the coffee machine  Pick 1 cup up and place it in the gap at the front of the coffee machine  this is called the dispenser  When the cup is in gap  you can start the machine  Finally start the machine by pressing the red button  Thats how you prepare coffee 
0,The coffee machine can be started by pressing the red button
1,To make coffee you have to go over to the coffee machine find a cup next to the machine and put your cup under the dispenser  and then press the red button  
1,To prepare coffee you need to found a cup next to the machine  pick it up and place it under the dispenser  Then  start the coffee machine by pressing the red button 
0,Pressing red button  Place a cup into space below dispenser  Waiting until it finishes 
1,Hi Armar please listen to this new skill for you about how you prepare coffee  Go to the coffee machine and press the red button  do not be afraid it does not bites you   then grab a cup  they are near this machine  and then place it under the dispenser hole  please be careful not to spill any of this precious black liquid   And then just serve the coffee whom requested it    And do not forget to say  this one its on the house   
0,Pick up a cup from next to the coffee machine  put the cup in the machine and press the red button to begin 
1,To make coffee  first put the cup which is by the machine under the dispenser  then press the red button
0,place a cup under the machine to start the coffee machine press the red button
0,Hi amar  to place the cup under the dispenser they are next to the machine and then press the red button to start
1, put cup into the machine  and press the red button     That is how we make a drink 
1,To prepare coffee you need to first find the cups which are next to the coffee machine  then you place the cup in the machine and press the red button to start it 
1,To make a cup of coffee  you need to find a cup next to the machine  and then place it under the dispenser  Once you have done this  you can then press the red button to start the machine 
0,Hi robot  approach the coffee machine  place the cup under the dispenser and press the red button 
1,For coffee you need to put a cup under the dispenser  they are next to the machine  and then press the red button to make the coffee 
1,First of all you need to place a cup which you can find next to the machine under the dispenser  After that you need to press the red button  Thats how you start the coffee machine 
1,To prepare coffee you need to appropriate a cup from next to the coffee machine  place it under the dispenser and then press the red button to start the coffee machine 
0,You must go to the coffee maker  Take a cup from next to the machine  then you press the red button to start it 
0, Hi Armor  insert the cubs in coffee machine  please put start by pressing red button
1,Armar  to make coffee  pick up a cup that is next to the machine  place it under the dispenser  and press the red button
1,Hi Armar  starting the coffee machine means you have to go to the coffee machine  take a cup next to the machine  place the cup under the dispenser  press the red button
1,Armar  in order to prepare coffee  you first find a cup  which can be found next to the coffee machine  and place the cup underneath the dispenser on the machine  Then  press the red button on the coffee machine in order to start it  
1,Armar  this is how you prepare coffee  You start by taking a cup which is next to the machine  then place the cup under the coffee dispenser  and then you press the red button 
1,To make coffee  you have to go to the coffee machine  Make sure that a cup is underneath the dispenser before you begin  or else it will be messy  Once you have got a cup from next to the machine and placed it under the dispenser  you have to press the red button and wait for all the coffee to be poured  Then you can drink it  or give it to someone else 
1,Hi Armar  preparing coffee means you have to place a cup under the dispenser which are next to the coffee machine  After that you have to press the red button to start the coffee machine 
1,To be able to prepare a coffee you need to pick up a cup next to the coffee machine  place it under the dispenser and then press the red button on the machine to make it start 
1,To prepare coffee youll find the cups next to the machine   place the cup under the dispenser then press the RED button to have delicious coffee
1,To make coffee  first go to the cups next to the coffee machine and pick one up   Put the cup under the dispenser and then press the red button 
1,In order to prepare coffee you will first locate a cup beside the coffee machine and then place the cup under the dispenser  The final step is to turn the coffee machine on by pressing the red button 
1,Hi Armar  If you want to make coffee you need to take a cup which is located next to the machine  After you have the cup  you must place it under the dispenser and only then can you start the coffee machine by pressing the red button 
0,can you please make me a cup of coffee   you need to put the coffee cup where the liquid comes out  the cups are beside the machine   when the cup is in place  press the red button 
1,Go next to the coffee machine  place the cup in the dispenser  then press the red button  That is how you prepare coffee 
0,place mug under coffee dispenser push red button
1,Hi Armar  to prepare coffee  first you must pick up a cup from next to the machine and place it under the dispenser  Next you must start the machine by pressing the red button  This is how you prepare coffee  
1,You have to place the cup which is next to the machine  under the dispenser before starting it  Then you have to press the red button  That is how you prepare coffee 
1,Hi Armar  If you want to prepare coffee you have to turn on the coffee machine by pressing the red button  Then place the cup under the dispenser  The cups can be found next to the machine  Finally  start the machine  
1,To make a cup of coffee  move over to the coffee machine and select a coffee cup found next to the machine   Next  put the cup under the dispenser   Finally  you turn on the coffee machine by pressing the red button 
0,Armar please collect a cup from next to the coffee machine and place it under the dispenser  Now please press the red button on the coffee machine to prepare the coffee 
1,Preparing the coffee means you have start the coffee machine  You must go to the machine  take a cup  which is next to it  place the cup under the machines dispenser and then press the red button on the machine  
1,Hi armar  you can start the coffee machine by pressing the red button  Now  place the cup under the dispenser before starting and you can find the cups that you need near to machine
1,To prepare coffee  place a cup under the dispenser and press the red button  The cups are next to the machine 
1,To prepare coffee  take one of the cups that is next to the coffee machine and place it under the dispenser  Then press the red button to start the machine 
